support,itemsets
0.00039824771007566706,"frozenset({'Mahir Berbahasa Perancis Dalam Sepekan/ Shirley Baldwin, Sarah Boas; Penerjemah, Rahayu S. Gidayat'})"
0.00039824771007566706,frozenset({'Mahir Berbahasa Spanyol Dalam Sepekan/ Shirley Baldwin'})
0.0011947431302270011,frozenset({'Main Bareng Cenghar aceng 2 harlis/ Harlis Suardana Kasyun'})
0.00039824771007566706,frozenset({'Make Up Your Of Princess/ Sisca Anggreany'})
0.00039824771007566706,"frozenset({'Makin Cantik Aja!: Panduan Kesehatan Psikologis Wanita dari Stres Hingga Diet/ Ruzanna ZamZam, Marhani Midin, Hanizam Abd. Ghani'})"
0.00039824771007566706,frozenset({'Mama Adik bayi Makan Apa Sih: Mommy What Do babies Eat?/ Mia Sutanto'})
0.0007964954201513341,"frozenset({'Manajeman Operasional Teori, Soal-Jawab, dan Soal Mandiri/ Danang Suyanto dan Danang Wahyudi'})"
0.00039824771007566706,frozenset({'Manajemen Administrasi Perkantoran Modern/ Badri Munir Sukoco'})
0.00039824771007566706,frozenset({'Manajemen Asuransi/ Hermawan Darmawi'})
0.00039824771007566706,"frozenset({'Manajemen Diri Muslimah Buku Dua: Membangun kepribadian Yang Kokoh/ Akram Ridha; Penerjemah, Kamran As ad Irsyadi'})"
0.00039824771007566706,frozenset({'Manajemen Keperawatan: Aplikasi dalam Praktik Keperawatan Profesional edisi 3/ Nursalam'})
0.0007964954201513341,frozenset({'Manajemen Keuangan Modern: Analisis Perencanaan dan Kebijaksanaan/ Mohamad Muslich'})
0.00039824771007566706,"frozenset({'Manajemen Kinerja: Konsep, Desain dan Teknik Meningkatkan Daya Saing Perusahaan/ Dermawan Wibisono'})"
0.00039824771007566706,frozenset({'Manajemen Kurikulum Pembelajaran Di Madrasah/Abdul Manab'})
0.00039824771007566706,frozenset({'Manajemen Lingkungan Hidup untuk Bisnis: Teori dan Aplikasi/ Wijanto Hadipuro'})
0.00039824771007566706,"frozenset({'Manajemen Operasi dan Produksi: Teori, Model, dan Kebijakan/ Pontas M. Pardede'})"
0.00039824771007566706,"frozenset({'Manajemen Operasi/ Hery Prasetya, Fitri Lukiastuti'})"
0.0007964954201513341,frozenset({'Manajemen Patah Hati: ( Saat-Saat Kamu Putus Cinta)/ Dina Astuti'})
0.00039824771007566706,"frozenset({'Manajemen Pemasaran Edisi Kedua Jilid 1: Suatu pendekatan Strategis Dengan Orientasi Global/ Herper Boyd, Orville C Walker JR, Jean Claude Larreche ; Penerjemah, Imam Nurmawan'})"
0.0007964954201513341,frozenset({'Manajemen Pemasaran: Teori Dan Implementasi/ Sudaryono'})
0.0007964954201513341,frozenset({'Manajemen Pendidikan Nasional: Kajian Pendidikan Masa Depan/ H.A.R. Tilaar'})
0.00039824771007566706,"frozenset({'Manajemen Pendidikan/ Satrijo Budiwibowo, Sudarmiani'})"
0.0007964954201513341,frozenset({'Manajemen Penelitian/ Suharismi Arikunto'})
0.00039824771007566706,frozenset({'Manajemen Perpustakaan Sekolah: Menuju Perpustakaan Modern Dan Profesional/ Hartono'})
0.00039824771007566706,frozenset({'Manajemen Perpustakaan: Suatu Pendekatan Praktik/ Sutarno NS'})
0.00039824771007566706,frozenset({'Manajemen Perubahan/ Wibowo'})
0.00039824771007566706,frozenset({'Manajemen Produksi: Perencanaan dan Pengendalian Produksi/ Hendra Kusuma'})
0.0007964954201513341,"frozenset({'Manajemen S.D.M. Lewat Konsep A.K.U. (Ambisi, Kenyataan dan Usaha)/ R. Matindas'})"
0.00039824771007566706,"frozenset({'Manajemen Strategis Praktis: Cara Menerapkan Pemikiran Strategis Dalam Bisnis/ Elichi Eric Kasahara; Penerjemah, Harris Setiajid'})"
0.0011947431302270011,"frozenset({'Manajemen Sumber Daya Manusia Strategi/ Arief Subyantoro, Suwarto'})"
0.00039824771007566706,"frozenset({'Manajemen Sumber Daya Manusia Stratejik: Panduan Praktis untuk Bertindak/ Michael Amstrong; Penerjemah, Bern Hidayat'})"
0.0011947431302270011,frozenset({'Manajemen Transportasi/ Abbas Salim'})
0.0007964954201513341,frozenset({'Manajemen UMKM dan Sumber Daya Manusia/ Perlagutan Silitonga'})
0.00039824771007566706,frozenset({'Mandarin For Dating: Lengkap Dengan Fonetik & Daftar Kosakata/ Sudono Noto Pradono'})
0.0007964954201513341,frozenset({'Manifesto Pendidikan Di Indonesia/ Benni Setiawan'})
0.00039824771007566706,frozenset({'Manusia & Kebudayaan: DAlam Perspektif Ilmu Budaya Dasar/ Rafael Raga Maran'})
0.00039824771007566706,frozenset({'Manusia Indonesia/ Mochtar Lubis'})
0.00039824771007566706,frozenset({'Manusia Istana: Sekumpulan Puisi Politik/ Radhar Panca Dahana'})
0.00039824771007566706,"frozenset({'Marissa Mayer: Keputusan-Keputusan Kontroversial dan Misi Menyelamatkan Yahoo dari Kebangkrutan/ Nicholas Carlson; Penerjemah, Yusa Tripeni'})"
0.0007964954201513341,frozenset({'Marketing Dari Mulut Ke Mulut: Word of Mouth Marketing/ Ali Hasan'})
0.00039824771007566706,frozenset({'Marketing Revolution/Tung Desem Waringin'})
0.00039824771007566706,frozenset({'Maryam Binti Imran: Anak Salihah Yang Menjaga Kesucian/ Anee Rahman'})
0.0007964954201513341,frozenset({'Masa Kolonial; Voc Dan Hindia Belanda/Ardianta Sigit'})
0.00039824771007566706,"frozenset({'Masih Bisakah Aku Bertaubat/ Ahmad Farid, Abu Abdurrahman'})"
0.00039824771007566706,frozenset({'Master Kata-Kata Akademis Bahasa Inggris/Patrisius Istiarto Djiwandono'})
0.00039824771007566706,frozenset({'Master Terampil Melipat/Ermina Krismarsanti'})
0.00039824771007566706,"frozenset({'Master: Bermain Maze/ Ardi Kusuma, Heri Parwoko'})"
0.0007964954201513341,frozenset({'Matematika Dasar Teori & Aplikasi Praktis Edisi Ketiga/ John Bird; Penerjemah Ir. Refina Indriasari'})
0.0011947431302270011,frozenset({'Matematika Diskrit dan Aplikasinya pada Ilmu komputer/ Jong Jek Siang'})
0.00039824771007566706,"frozenset({'Matematika Itu Mudah & Menyenangkan: SD Kelas 4, 5, 6/ Trija Fayeldi'})"
0.00039824771007566706,"frozenset({'Matematika Itu Mudah dan Menyenangkan Untuk SMP kelas 7,8,9: 99,9 % lulus UN/ Tim Matematika Kreatif'})"
0.00039824771007566706,"frozenset({'Matematika Itu Mudah dan Menyenangkan: SD kelas 1,2,3/ Trija Fayeldi'})"
0.00039824771007566706,frozenset({'Matematika Lanjut Untuk Ilmu Fisika dan Teknik/ Bambang Murdaka Eka Jati'})
0.0007964954201513341,frozenset({'Matematika SD Di Sekitar Kita: Untuk Sekolah Dasar Kelas 1 Semester 1 1a/Siti M. Amin'})
0.00039824771007566706,frozenset({'Matematika SD di Sekitar Kita: Untuk Sekolah Dasar Kelas IV Semester 1 4A/ Siti M. Amin & Zaini M. Sani'})
0.00039824771007566706,"frozenset({'Matematika SMA dan MA: Untuk Kelas XI Semester 2 Program IPA 2B/ Sulistiyono, Sri Kurningsih, dan Kuntarti'})"
0.0007964954201513341,"frozenset({'Matematika Terapan/ Siti Sailah, Cekmas Cekdin'})"
0.00039824771007566706,"frozenset({'Matematika Universitas/b Frank Ayres, Philip A. Schmidt; Penerjemah, Chrisman Silaban'})"
0.00039824771007566706,frozenset({'Mawar Ditiang Gantungan: Sekumpulan Kisah Natal Di Akhir Desember/ Kenedi Nurhan'})
0.00039824771007566706,frozenset({'Meets Fe A Ghost!!: Fe Bertemu Hantu!!/Dian Kristiani'})
0.0007964954201513341,frozenset({'Mein Kampf Ed. Lengkap (Volume I dan Volume II)/ Adolf Hitler'})
0.00039824771007566706,"frozenset({'Mekanika Fluida Jilid 1 Edisi Keempat/ Bruce R. Munson, Donald F. Young, Theodore H. Okiishi'})"
0.0007964954201513341,frozenset({'Melacak Dana Revolusi: Pengakuan Para Saksi & Pemburu Harta Karun Soekarno/ Taufik Adi Susilo'})
0.00039824771007566706,frozenset({'Melacak Pemikiran Tasawuf di Nusantara/ Solihin'})
0.0007964954201513341,frozenset({'Melawan Kesombongan Kiki/ Wheni Kusumaningsih'})
0.00039824771007566706,frozenset({'Melayu Di Mata Soeman Hs: Kritik Terhadap Adat Lewat Sebuah Novel/ Eko Sugiarto'})
0.00039824771007566706,frozenset({'Melayu Juwita: ( Renjis Riau Sebingkai Perisa )/Yusmar Yusuf'})
0.00039824771007566706,"frozenset({'Melepaskan Karunia Roh Di Zaman Sekarang/ James W Goll; Penerjemah, Yakob Riskihadi'})"
0.0023894862604540022,frozenset({'Melodylan/ Asriaci'})
0.0007964954201513341,"frozenset({'Memahami Ilmu Pemerintahan: Suatu Kajian, Teori, Konsep Dan Pembangunannya/ Muhadam Labolo'})"
0.0007964954201513341,frozenset({'Memasyarakatkan Budi Pekerti YAng Terkandung Dalam Gurindam Dua Belas Raja Ali Haji/Maswardi Muhammad Amin'})
0.0011947431302270011,frozenset({'Memasyarakatkan Budi Pekerti Yang Terkandung Dalam Gurindam Dua Belas Raja Ali Haji/ Maswardi Muhammad Amin'})
0.00039824771007566706,frozenset({'Membaca Sastra: Pengantar Memahami Sastra Untuk perguruan Tinggi/ Melani Budianta...[et.al]...'})
0.00039824771007566706,frozenset({'Membaca: Sebagai Suatu Keterampilan Berbahasa/ Henry Guntur Tarigan'})
0.0011947431302270011,frozenset({'Membangun Kelembagaan Ketahanan Pangan Lokal/ Kusnandar..[et.all]...'})
0.00039824771007566706,frozenset({'Membangun Kepribadian Unggul: Satu Hariku 3/ Ratih Wulandari...[et.al]....'})
0.0011947431302270011,frozenset({'Membangun Pertanian Dengan Pemberdayaan Masyarakat Tani: terobosan Menggulangi Kemiskinan/Sukino'})
0.00039824771007566706,frozenset({'Membantu Desa Tertinggal/ Hardjana Hp'})
0.00039824771007566706,"frozenset({'Membentuk Akhlak Anak: Belajar Dari Mukjizat Para Nabi/ Najwa Husein Abdul Aziz; Penerjemah, Andrie Wijaya & Tim Abdul Hayyie al-Katani'})"
0.00039824771007566706,frozenset({'Membongkar Rahasia Teknik Baca Super Cepat: Lebih Dahsyat Dari 1 Halaman 1 Detik/ Efendi wang'})
0.00039824771007566706,frozenset({'Membuat APlikasi Database Dengan PowerBuilder 12.6 Dan MySQL/ Syahrial Chan'})
0.00039824771007566706,frozenset({'Membuat Aneka Kreasi Dari Styrofoam/ Zainal Abidin'})
0.00039824771007566706,frozenset({'Membuat Aneka Olahan Nanas/ Lies Suprapti'})
0.00039824771007566706,frozenset({'Membuat Aplikasi Apotek Integrasi Barcode Scanner dengan PHP dan Mysql/ Riyanto'})
0.00039824771007566706,frozenset({'Membuat Nata De Coco/ Y. P. Saragih'})
0.0007964954201513341,frozenset({'Membuat Terasi/ Lies Suprapti'})
0.00039824771007566706,"frozenset({'Membumikan Ulumul Quran: Tanya Jawab Memudahkan Tentang Ilmu Qiraat Ilmu Rahm Usmani Ilmu Tafsir, dan Relevansinya Dengan Muslim Indonesia/ Ahsin Sakho Muhammad'})"
0.0007964954201513341,"frozenset({'Memory Boosters, Penguat Ingatan: 10 Langkah Menuju daya ingat yang kuat/ Jo Iddon, Huw Williams; Penerjemah, Widyananto. S'})"
0.00039824771007566706,frozenset({'Memprogram Pikiran Untuk Menciptakan Kekayaan/ Briah Tracy'})
0.00039824771007566706,frozenset({'Menaklukan Soal Usm PTN ( Ujian Saringan Masuk-Perguruan Tinggi Negeri): Kedinasan/Tim Sukses'})
0.0007964954201513341,frozenset({'Menaklukkan Soal CPNS ( Calon Pegawai Negeri Sipil): Dalam 1 Jam/ Tim Sukses'})
0.0007964954201513341,frozenset({'Menanamkan Iman Kepada Anak/ Amni Ar-Ramadi'})
0.00039824771007566706,frozenset({'Menari Di Tengah Badai/ Sarah Ester'})
0.00039824771007566706,frozenset({'Menata Rumah Dengan Estetika/ Imelda Akmal'})
0.0007964954201513341,"frozenset({'Mencapai Manajemen Berkualitas: Organisasi, Kinerja, Program/ Bernardine R. Wirjana'})"
0.00039824771007566706,frozenset({'Mencari Bentuk Otonomi Daerah: Suatu Solusi Dalam Menjawab Kebutuhan Lokal dan Tantangan Global/ J. Kaloh'})
0.00039824771007566706,frozenset({'Mendeteksi Minat dan Bakat Anak Melalui Cerita/ Firman Junaedi'})
0.0007964954201513341,frozenset({'Mendidik Anak Bersama Nabi: Panduan Lengkap Pendidikan Anak Disertai Teladan Kehidupan Para Salafo/Muhammad Suwaid'})
0.00039824771007566706,frozenset({'Menebang Pohon Silsilah/ Indra Tranggono'})
0.001991238550378335,"frozenset({'Mengaji Latha-Iful Minan: Biografi Dua Wali Allah Dan Pelajaran Pencerahan Akal Dan Hati/ Ibnu Athaillah, Penerjemah: Fauzi Faisal bahreisy'})"
0.0007964954201513341,frozenset({'Mengatasi Gangguan Mental dan Fisik/ Tursan Hakim'})
0.00039824771007566706,frozenset({'Mengatasi Ganguan Konsentrasi/ Thursan Hakim'})
0.00039824771007566706,frozenset({'Mengatasi Kegagalan Berbicara Dalam Bahasa Inggris/ Thursam Hakim'})
0.00039824771007566706,"frozenset({'Mengatasi Masalah Sehari-hari Komputer, Monitor dan Printer/ Widada Hr'})"
0.00039824771007566706,"frozenset({'Mengelola dan Mengembangkan Sumber Daya Manusia Dalam peraingan Global/ Justine T. Sirait, Purwanto Rahardjo'})"
0.0007964954201513341,"frozenset({'Mengenal Allah: Rujukan Utama Makna Asmaul Husna dan Rahasia Penerapannya dalam Kehidupan/ Muhammad Ratib al-Nabulsi; Penerjemah, Roland Gunawan'})"
0.00039824771007566706,frozenset({'Mengenal Angka dan Huruf/ Ermina Krismarsanti'})
0.00039824771007566706,frozenset({'Mengenal Benda Sekitar Vol 2 Dalam Dua Bahasa Indonesia-Inggris/ Bee Media Kids'})
0.00039824771007566706,"frozenset({'Mengenal Budaya Nasional: Kerajaan Nusantara/ Joko Darmawan, Lanang Anwarsono'})"
0.00039824771007566706,frozenset({'Mengenal Bunga Anthurium/ Fika Hidayani'})
0.00039824771007566706,frozenset({'Mengenal Dasar Zapin Jilid 2 : Kumpulan Mazhab Zapin/Bhineka Surya'})
0.00039824771007566706,frozenset({'Mengenal Halal Haram: Untuk anak Memupuk Nilai-Nilai Keislaman Anak Sejak usia Dini/ Ryu Tri'})
0.0007964954201513341,frozenset({'Mengenal Hewan Di Sekitar Kita Seri 2/ Erna Nasohah'})
0.0023894862604540022,frozenset({'Mengenal Ilmu Politik/ Ikhsan Darmawan'})
0.00039824771007566706,frozenset({'Mengenal Khasiat Sayur dan Buah/ Rakhmat Margajaya'})
0.0007964954201513341,frozenset({'Mengenal LambangBilangan/ Ana Melasari'})
0.0007964954201513341,frozenset({'Mengenal Mukjizat 25 Nabi/ Eka Satria'})
0.00039824771007566706,frozenset({'Mengenal Pahlawan Indonesia/ Arya Ajisaka'})
0.0007964954201513341,frozenset({'Mengenal Tuhan/ H. Bey Arifin'})
0.00039824771007566706,frozenset({'Mengenal Tulisan Arab Melayu/ M. Irfan Shofwani'})
0.00039824771007566706,frozenset({'Menggambar Dan Mewarnai/ Ermina Krismarsanti'})
0.00039824771007566706,"frozenset({'Menggambar Suatu Proses Kreatif/ Francis D.K Ching; Penerjemah,Paulus Hanoto Adjie'})"
0.0011947431302270011,frozenset({'Menggapai Mentari/ Elisa Herman'})
0.00039824771007566706,"frozenset({'Menikahimu Dengan Restu Ayah-Ibu: Raih Restu Orangtua, Gapai Pernikahan Bahagia/ Ikhsanun Kamil, Foezi Citra Cuaca'})"
0.00039824771007566706,"frozenset({'Menjadi Cantik Dalam Dua Minggu Dengan Air Putih/Yoo Taiwo.; Penerjemah, Yutsa Zukhrufil Ula, Yuliani Kurnia'})"
0.00039824771007566706,frozenset({'Menjadi Diri Sendiri/ Sukini'})
0.00039824771007566706,frozenset({'Menjadi Guru Profesional Menciptakan Pembelajaran Kreatif dan Menyenangkan/ Mulyasa'})
0.00039824771007566706,frozenset({'Menjadi Kepala Sekolah Profesional/ Mulyasa'})
0.00039824771007566706,frozenset({'Menjadi Kristen Wajar: Menggali Rahasia Kehidupan Kristen Yang Berubah Dan Berubah/ Kornelius Sabat'})
0.00039824771007566706,frozenset({'Menjelajah Bersama Ello: Lautan/ Risa Perwita'})
0.0035842293906810036,"frozenset({'Menulis Artikel & Karya Ilmiah/ Totok Djuroto, Bambang Suprijadi'})"
0.0007964954201513341,frozenset({'Menulis Ilmiah : Metedologi Penelitian Kualitatif Edisi Kedua/ Septiawan Santana K'})
0.00039824771007566706,"frozenset({'Menulis Karya Ilmiah: Artikel, Skripsi, Tesis, dan Disertasi/ Etty Indriati'})"
0.00039824771007566706,frozenset({'Menulis Untuk Dibaca Feature dan Kolom/ Zulhasril Nasir'})
0.0007964954201513341,frozenset({'Menulis: Sebagai Suatu Keterampilan Berbahasa/Henry Guntur Tarigan'})
0.00039824771007566706,"frozenset({'Menyantap Hidangan Lezat: Eat Yummy Food/ Contessa Dewi, Shania D.A'})"
0.00039824771007566706,frozenset({'Menyelisik Sastra Melayu/Maizar Karim'})
0.00039824771007566706,"frozenset({'MenyikapHakikat Perkawinan: Adab, Tat Cara, Dan Hikmahnya/ Al-Imam Abu Hamid Al-Ghazali, Penerjemah: Muhammad Al-Baqir'})"
0.00039824771007566706,frozenset({'Merampas Aset Koruptor: Solusi Pemberantasan Korupsi Di Indonesia/ Muhammad Yusuf'})
0.0007964954201513341,frozenset({'Merkurius dan Venus/Rosalina Mist'})
0.0007964954201513341,frozenset({'Merry Riana: Campus Ambassadors/ Shandy Tan'})
0.00039824771007566706,frozenset({'Messiah: Pembunuhan Atas Nama Tuhan/ Boris Starling'})
0.0007964954201513341,frozenset({'Messiah: Pembunuhan atas Nama Tuhan/ Boris Starling'})
0.00039824771007566706,"frozenset({'Metode King The Matematika Ala Tentor: Rangkuman & Rumus Lengkap Matematika SMA Kelas 1,2,& 3/Aristo Candra'})"
0.00039824771007566706,frozenset({'Metode Menghitung Cepat/ Karimatul Amali'})
0.00039824771007566706,frozenset({'Metode Nyeleneh 20 Menit Dijamin Hafal 16 Tenses/ Hani Sutrisno'})
0.0015929908403026682,frozenset({'Metode Penelitian Bahasa/ Mansun'})
0.00039824771007566706,frozenset({'Metode Penelitian Dalam Teori Dan Karakter/ Joko Subagyo'})
0.0011947431302270011,frozenset({'Metode Penelitian Kuantitatif & Kualitatif/ Jonathan Sarwono'})
0.001991238550378335,frozenset({'Metode Penelitian Kuantitatif: Pengembangan Hipotesis Dan Pengujiannya Menggunakan SmartPLS/ Paulus Insap Santosa'})
0.0011947431302270011,"frozenset({'Metode Penelitian Kuantitatif: Teori Dan Aplikasi/ Bambang Prasetyo, Lina Miftahul Jannah'})"
0.00039824771007566706,frozenset({'Metode Penelitian Pendidikan Tindakan Kelas Implementasi Dan Pengembangannya/ Sukardi'})
0.00039824771007566706,frozenset({'Metode Penelitian Terpadu Sistem Informasi: Pemodelan Teoritis Pengukuran dan Pengujian Statistis/ Willy Abdillah'})
0.0007964954201513341,frozenset({'Metode Pengumpulan Dan Teknik Analisis Data/ Jogiyanto Hartono'})
0.0007964954201513341,frozenset({'Metodologi & Penulisan Skripsi Tesis & Disertasi Untuk Ilmu Sosial & Humaniora/ M. Hariwijaya'})
0.0011947431302270011,frozenset({'Metodologi Penelitian & Teknik Penyusunan Skripsi/ Abdurrahman Fathoni'})
0.00039824771007566706,frozenset({'Metodologi Penelitian Agama: Teori dan Praktik/ Maman ...[et.a]...'})
0.0007964954201513341,frozenset({'Metodologi Penelitian Akuntansi Keperilakuan/ Arfan Ikhsan'})
0.0011947431302270011,"frozenset({'Metodologi Penelitian Keuangan: Prosedur, Ide Dan Kontrol/Said Kelana Asnawi'})"
0.00039824771007566706,frozenset({'Metodologi Penelitian Kualitatif: Paradigma Baru Ilmu Komunikasi dan Ilmu Sosial Lainnya/ Deddy Mulyana'})
0.00039824771007566706,frozenset({'Metodologi Penelitian Kuantitatif: Paradigma Baru Ilmu Komunikasi dan Ilmu Sosial Lainnya/ Deddy Mulyana'})
0.0007964954201513341,"frozenset({'Metodologi Penelitian Pendidikan: Cara Mudah Merencanakan Dan Melaksanakan Penelitian Menyusun Dengan MudahKarya Tulis Ilmiah Disertai Contoh Hasil Penelitian/ Zainal Aqip, Mohammad Hasan Rasidi'})"
0.00039824771007566706,frozenset({'Metodologi Penelitian Pendidikan: Dasar-Dasar Analisis Dan Pengolahan Data Statistik/Hendrik Rawambaku'})
0.0007964954201513341,frozenset({'Metodologi Penelitian Pendidikan: Kompetensi Dan Praktiknya/ Sukardi'})
0.00039824771007566706,frozenset({'Metodologi Penelitian Sosial Ekonomi/ Made Wirartha'})
0.0007964954201513341,"frozenset({'Metodologi Penelitian Sosial: Pendekatan Kualitatif dan Kuantitatif Edisi 7/ W. Lawrence Neuman; Penerjemah, Edina T. Sofia.'})"
0.0007964954201513341,"frozenset({'Metodologi Penulisan Ilmiah: Teknik Penulisan Esai, Skripsi, Tesis & Disertasi Untuk Mahasiswa/ William Chang'})"
0.00039824771007566706,"frozenset({'Mewarnai, Menggunting & Membuat Topeng Monster/ CIF Creative'})"
0.00039824771007566706,frozenset({'Mewujudkan Good Governance Melalui Pelayanan Publik/ Agus Dwiyanto'})
0.0015929908403026682,"frozenset({'Mia The Brave: Anak Keraton/ Satrio, Geugeu, Rendra'})"
0.0007964954201513341,frozenset({'Mia The Brave: Bus Sekolah/ Oya Sujiwo'})
0.0035842293906810036,frozenset({'Mikro Ekonomi: Teori Pengantar Edisi Ketiga/ Sadomo Sukirno'})
0.00039824771007566706,frozenset({'MikroEkonomi Edisi Keempat belas/ Paul A. Samuelson & William D. Nordhaus'})
0.00039824771007566706,frozenset({'Militer & Kekuasaan : Puncak-Puncak Sipil-Militer Di Indonesia/ Dwi Pratomo Yulianto'})
0.00039824771007566706,frozenset({'Minhajul Muslim Anak/Tim Kitabah Dhiyaul Ilmi'})
0.0023894862604540022,"frozenset({'Minhajul Muslim: Konsep Hidup Ideal Dalam Islam/ Syaikh Abu Bakar Jabir Al-Jaza Iri; Penerjemah, Musthofa Aini, Amir Hamzah FAchrudin'})"
0.00039824771007566706,frozenset({'Minhajul Muslim: Pedoman Hidup Harian Seorang Muslim/ Syaikh Abu Bakar Jabir Al Jazairy; Penerjemah: Ikhwanuddin Abdullah'})
0.00039824771007566706,"frozenset({'Miracle Kiss/ Nashizuki Uta; Penerjemah, Ayu Arsandhi'})"
0.0007964954201513341,frozenset({'Misteri Bunyi Angklung: Kisah-Kisah Seru Tentang Musik/ Katrina Pradnya'})
0.00039824771007566706,frozenset({'Misteri Museum Wayang: Mengungkap Peninggalan Kerajaan Candiloka/ Diannur Fajria'})
0.00039824771007566706,frozenset({'Misteri Sofia: Istri Nabi dari Putri Yahudi/ Abba Zhahir BiAmrillah'})
0.0015929908403026682,frozenset({'Mix Edition Ghost School: Tas Impian/Bambang Irwanto'})
0.0007964954201513341,frozenset({'Mobil Bokap Gue/ Halluna Lina'})
0.00039824771007566706,frozenset({'Modal Untuk Bisnis UKM/ Adler Haymans Manurung'})
0.00039824771007566706,"frozenset({'Model Evaluasi Layanan Dasar Berorientasi Akuntabilitas/ Furqon, Aip Badrujaman'})"
0.00039824771007566706,frozenset({'Model Pembelajaran Matematika Di Sekolah Dasar/ Heruman'})
0.00039824771007566706,"frozenset({'Modern Auditing Edisi Ketujuh Jilid 2/ William C Boyton, Raymond N. Johnson, Walter G. Kell; Penerjemah, Icksan Setiyobudi'})"
0.0015929908403026682,frozenset({'Modern English Conversation/ Djalinus Syah'})
0.00039824771007566706,frozenset({'Modus Operandi Pidana Khusus Di Luar: Kuhp/Alfitra'})
0.00039824771007566706,"frozenset({'Moluska Padang Lamun: Kepulauan Kei Kecil/ Agus Kusnadi, Udhi Eko Hernawan, Teddy Triandiza'})"
0.00039824771007566706,"frozenset({'Mom, I Learn English: Belajar Bahasa Inggris Untuk Anak/Contessa Dewi'})"
0.00039824771007566706,frozenset({'Mongin Ferdinand De Saussure (1847-1913)/ $C Peletak Dasar Strukturalisme Dan Linguistik Modern/ Harimurti Kridalaksana'})
0.0015929908403026682,frozenset({'Montmartre: hatiku Tertinggal/ Olenka Priyadarsani'})
0.0027877339705296694,frozenset({'Mora dan Megan/ Dewi Savtr'})
0.0023894862604540022,frozenset({'Mr. Dangerous/ Defanny'})
0.00039824771007566706,frozenset({'Muda Kaya Raya Mati Masuk Surga/ Yati Nurhayati'})
0.0007964954201513341,frozenset({'Mudah & Cepat Menggambar Binatang/Irwan Nuswantoro'})
0.0007964954201513341,"frozenset({'Mudah Memahami Dan Mengimplementasikan Ekonomi Makro: Disertai Teori Soal Diskusi Dan Studi Kasus/ Handy Aribowo, Alexander Wirapraja, Imam Wijoyo'})"
0.00039824771007566706,frozenset({'Mudah dan Cepat Menggambar Pemandangan/ Budi Indera Cahaya'})
0.00039824771007566706,frozenset({'Mudah dan Lancar Belajar Bahasa Jepang: Pariwisata dan Perhotelan/ Isa Wahjoedi'})
0.00039824771007566706,frozenset({'Mudahnya Berpikir Positif/Saiful Anam'})
0.00039824771007566706,frozenset({'Muhammad Marketing Strategy: Strategi Pemasaran ala Nabi Muhammad SAW/ Suyanto'})
0.00039824771007566706,frozenset({'Muhammad Sang Kekasih: Seribu Hikmah di Balik Sejarah Hidup Nabi/ Ahmad Rofi Usmani'})
0.00039824771007566706,"frozenset({'Mukhtar Al-Ahadits: Telaga Kearifan Sang Nabi Saw/ Sayiid Ahmad Al-Hasyimi Al Mishri, Penerjemah: M.S. Nasrullah, Ahsin Muhammad'})"
0.0011947431302270011,"frozenset({'Mukhtashar Minhajul Qashidin: Mearaih Kebahagiaan Hakiki Sesuai Tuntunan Ilahi/Al-Imam IBnu Qudamah Al-Maqdisi; Penerjemah, Izzudin Karimi'})"
0.0007964954201513341,"frozenset({'Mukhtashar Shahih Muslim/ Imam Al Mundziri; Penerjemah, Rahman Arbi Moddiq, Arif Mahmudi'})"
0.00039824771007566706,frozenset({'Mukjizat Terapi Quran Untuk Hidup Sukses/ Mustamir Pedak'})
0.00039824771007566706,frozenset({'Musa Versus Firaun/ Amanullah Halim'})
0.00039824771007566706,"frozenset({'Musik Anak Jaman Now: Koleksi Terbaik Lagu Anak Masa Kini Dilengkapi Not Angka, Not Balok Dan Chrod/ Kiki Laisa'})"
0.00039824771007566706,frozenset({'Muslimah Cerdas & Kreatif: Panduan Lengkap Seputar Rumah/ Riyanti GW'})
0.00039824771007566706,frozenset({'Mutiara Alquran: Menerapkan Nilai-Nilai Kitab Suci Dalam Kehidupan Sehari-Hari/ Salman Harun'})
0.00039824771007566706,"frozenset({'Mutiara Hadits 6: Pemerintahan & Jihad, Berburu, Qurban, Minuman, Pakaian & Perhiasan, Tata Krama, Memberi Salam, Pengobatan & Penyakit, Perlakuan Terhadap Binatang, Keutamaan Etika, Syair, Ruyah & Mimpi, Beberapa Keutamaan Nabi SAW., Keutamaan Para Nabi/ Tengku Muhammad Hasbi Ash Shiddieqy'})"
0.00039824771007566706,"frozenset({'Mutiara Kearifan Ali Bin Abi Thalib/ Ali Bin Abi Thalib; Penerjemah,Muhammad Al-Baqir'})"
0.001991238550378335,frozenset({'My Bastard Prince/ Daasa'})
0.00039824771007566706,frozenset({'My First Visual Dictionarya: Indonesia-English/ Peter Brown'})
0.00039824771007566706,frozenset({'My High School Bride/ Fallonyu'})
0.0007964954201513341,"frozenset({'My Passion My Career: Rahasia Karier Sukses Bersama Konsultankarir.com/ Ardiningtyas Pitaloka, Andin Andiyasari'})"
0.0007964954201513341,"frozenset({'My Possessive Bad Boy: Shes Mine Touch Her, And Ill Kill You/ Bayu Permana'})"
0.00039824771007566706,frozenset({'My Protective Billionaire/ Eka Aryani'})
0.001991238550378335,frozenset({'My Psycho Path Boy Friend/Bayu Permana'})
